frame,time_s,nose_x,nose_y,l_eye_x,l_eye_y,r_eye_x,r_eye_y,l_ear_x,l_ear_y,r_ear_x,r_ear_y,l_shoulder_x,l_shoulder_y,r_shoulder_x,r_shoulder_y,l_elbow_x,l_elbow_y,r_elbow_x,r_elbow_y,l_wrist_x,l_wrist_y,r_wrist_x,r_wrist_y,l_hip_x,l_hip_y,r_hip_x,r_hip_y,l_knee_x,l_knee_y,r_knee_x,r_knee_y,l_ankle_x,l_ankle_y,r_ankle_x,r_ankle_y
1,0.03333325281803543,767.0989379882812,435.4550476074219,771.97021484375,426.7910461425781,757.5445556640625,425.97222900390625,767.8489990234375,429.70050048828125,732.6040649414062,428.1241455078125,730.9205322265625,478.821533203125,735.3735961914062,475.578125,715.3092651367188,552.5882568359375,697.0616455078125,555.9134521484375,719.8162841796875,618.130615234375,695.3291625976562,631.2465209960938,651.3441162109375,583.572998046875,648.809814453125,574.6752319335938,536.8020629882812,601.3218383789062,538.4118041992188,616.7684326171875,408.28558349609375,580.81298828125,416.5713195800781,601.0083618164062
2,0.06666650563607086,768.1412353515625,436.729736328125,772.9692993164062,427.87652587890625,758.4756469726562,427.03582763671875,768.5891723632812,430.25982666015625,733.12744140625,428.7744445800781,731.132568359375,479.3601989746094,735.5516967773438,475.9243469238281,714.4148559570312,553.0694580078125,696.2160034179688,556.1942749023438,720.9515991210938,619.3306884765625,695.8883666992188,633.210205078125,650.5664672851562,584.7205200195312,648.0726928710938,575.7011108398438,536.3470458984375,601.63720703125,538.2839965820312,616.6669921875,405.8705139160156,582.84130859375,414.1123046875,602.3232421875
3,0.09999975845410629,767.5796508789062,436.9607849121094,773.0143432617188,428.13580322265625,758.0186157226562,427.25115966796875,769.6792602539062,430.6634826660156,733.2266845703125,428.85638427734375,731.4374389648438,479.62921142578125,736.5018920898438,475.9941101074219,715.494873046875,553.7897338867188,696.7653198242188,556.324951171875,721.8629150390625,619.8944702148438,695.5675659179688,632.9644165039062,650.4775390625,585.1680908203125,648.1672973632812,576.2366333007812,534.1602172851562,600.9796142578125,535.8958129882812,617.6524047851562,405.6513977050781,580.6008911132812,413.52862548828125,602.7199096679688
4,0.13333301127214173,768.3486938476562,437.65325927734375,773.8323974609375,428.669677734375,758.55322265625,427.75579833984375,770.6070556640625,430.79534912109375,733.3930053710938,429.0570068359375,731.954345703125,479.66015625,736.9296875,475.87322998046875,714.4820556640625,553.5051879882812,696.3748779296875,555.9810791015625,721.4606323242188,619.8624877929688,695.2425537109375,633.9279174804688,651.1549682617188,585.3976440429688,648.72314453125,576.38134765625,536.0269775390625,601.2077026367188,537.7296752929688,617.1507568359375,406.1154479980469,580.8455810546875,413.94000244140625,601.7896118164062
5,0.16666626409017715,768.4844360351562,437.9932556152344,774.1488037109375,428.94769287109375,758.5338134765625,427.8967590332031,771.2008666992188,431.0149230957031,733.1175537109375,429.0688171386719,732.4537353515625,480.2997131347656,736.632568359375,476.2159118652344,714.5022583007812,554.25634765625,695.976806640625,556.6588134765625,723.29833984375,620.2186279296875,696.1719970703125,633.9614868164062,651.2266845703125,586.2173461914062,648.3436279296875,576.984130859375,536.4783935546875,601.3309936523438,537.982666015625,616.5140380859375,404.2705383300781,581.0673217773438,412.7243957519531,601.1317138671875
6,0.19999951690821258,768.7837524414062,437.83526611328125,774.3546142578125,428.8682556152344,758.9083862304688,427.83599853515625,771.2312622070312,431.0187683105469,733.569580078125,429.1113586425781,732.6653442382812,480.25909423828125,736.6028442382812,476.1589660644531,714.4404907226562,553.8922119140625,695.9476928710938,556.1868896484375,722.5446166992188,620.0836791992188,695.9619750976562,633.3828735351562,650.8441772460938,586.0518798828125,647.86767578125,576.7175903320312,535.9940795898438,602.0,537.4849243164062,616.7736206054688,404.236083984375,581.9663696289062,412.61334228515625,601.4027099609375
7,0.233332769726248,768.9685668945312,438.2124938964844,774.1226196289062,429.2462463378906,759.1701049804688,428.2818298339844,770.2451782226562,431.3099060058594,733.7584228515625,429.5982360839844,731.97119140625,480.4164123535156,736.7670288085938,476.5289306640625,714.2064819335938,553.90869140625,696.2116088867188,556.4951171875,722.252197265625,620.0414428710938,696.328369140625,633.1991577148438,650.6133422851562,586.49658203125,648.2203369140625,577.1776123046875,535.0978393554688,602.4812622070312,537.05615234375,617.3505859375,402.27642822265625,583.0510864257812,410.60760498046875,602.4368896484375
8,0.26666602254428345,769.0836791992188,438.619384765625,774.534912109375,429.6542663574219,759.1324462890625,428.5620422363281,771.389892578125,431.79931640625,733.813720703125,429.84197998046875,733.1806030273438,481.09613037109375,736.98291015625,476.73321533203125,714.60302734375,554.470947265625,696.2449340820312,556.552490234375,722.158447265625,619.9201049804688,696.03173828125,633.12353515625,650.9358520507812,586.65185546875,647.92578125,576.9827270507812,535.7916259765625,603.268310546875,537.2576904296875,617.108642578125,402.25634765625,583.0542602539062,410.6168518066406,601.0899047851562
9,0.29999927536231885,768.9501342773438,438.79718017578125,774.6033935546875,429.8900451660156,758.9634399414062,428.7616271972656,771.927978515625,432.3244934082031,733.7817993164062,430.2490539550781,733.4192504882812,481.72021484375,737.7050170898438,477.06787109375,715.3920288085938,555.384765625,696.2869262695312,556.7158813476562,722.6563720703125,619.9332275390625,695.8936157226562,633.1104736328125,651.8953857421875,587.262451171875,648.9705200195312,577.6845092773438,536.7869873046875,602.2100219726562,538.3019409179688,617.0894775390625,403.5507507324219,580.591552734375,411.8003845214844,600.196533203125
10,0.3333325281803543,769.2460327148438,438.96697998046875,774.8342895507812,430.0751953125,759.234375,428.9460754394531,772.0037841796875,432.5233459472656,733.8909301757812,430.4411315917969,733.6936645507812,481.9115905761719,737.48291015625,477.22235107421875,715.5728759765625,555.4525146484375,696.7107543945312,556.6417236328125,722.387451171875,619.8818969726562,696.0813598632812,632.4891357421875,651.9216918945312,587.2698974609375,648.7677001953125,577.60400390625,537.2316284179688,602.5908203125,538.6220092773438,616.9413452148438,404.3260803222656,581.9761352539062,412.5543212890625,600.8410034179688
