frame,time_s,nose_x,nose_y,l_eye_x,l_eye_y,r_eye_x,r_eye_y,l_ear_x,l_ear_y,r_ear_x,r_ear_y,l_shoulder_x,l_shoulder_y,r_shoulder_x,r_shoulder_y,l_elbow_x,l_elbow_y,r_elbow_x,r_elbow_y,l_wrist_x,l_wrist_y,r_wrist_x,r_wrist_y,l_hip_x,l_hip_y,r_hip_x,r_hip_y,l_knee_x,l_knee_y,r_knee_x,r_knee_y,l_ankle_x,l_ankle_y,r_ankle_x,r_ankle_y
1,0.03333326256192498,713.9485473632812,520.259765625,708.8860473632812,515.019287109375,718.899658203125,514.297607421875,689.866943359375,500.2801513671875,719.1724243164062,498.11968994140625,665.3263549804688,497.7693786621094,688.7946166992188,501.142822265625,695.5958862304688,554.9078369140625,709.6467895507812,579.4608154296875,735.8325805664062,597.1160278320312,752.211669921875,605.6575927734375,537.3298950195312,535.4588623046875,550.150390625,530.5339965820312,506.4472961425781,604.837890625,511.6278076171875,620.4967651367188,404.395263671875,561.8443603515625,402.45721435546875,591.4664916992188
2,0.06666652512384996,717.58056640625,520.3623657226562,712.9308471679688,515.8984985351562,722.1808471679688,513.9491577148438,694.484130859375,501.4416809082031,719.8718872070312,496.7242126464844,670.7391357421875,499.4981689453125,686.73779296875,499.0970153808594,701.8485717773438,559.7390747070312,708.3402099609375,579.0238647460938,738.4974975585938,598.46875,754.398681640625,605.2186279296875,538.7349853515625,535.4202270507812,546.7027587890625,528.3731689453125,507.4580383300781,610.1622314453125,509.31732177734375,623.16015625,394.6917724609375,565.4010620117188,393.0098571777344,593.8265380859375
3,0.09999978768577494,716.5342407226562,524.3757934570312,711.6012573242188,519.9761962890625,721.2822875976562,517.7901611328125,693.2999267578125,504.0625,719.9136962890625,498.9731140136719,670.39599609375,500.7385559082031,688.4096069335938,499.3835754394531,701.867919921875,562.6438598632812,710.6044311523438,580.2659301757812,740.1893310546875,607.6429443359375,758.2451782226562,614.8803100585938,540.9013671875,532.954833984375,550.3095092773438,525.7361450195312,512.1943359375,606.8659057617188,514.092041015625,619.6331176757812,396.8491516113281,558.0792236328125,394.9056701660156,586.6333618164062
4,0.13333305024769992,716.1206665039062,525.7227172851562,711.0668334960938,521.592529296875,721.3268432617188,519.0438842773438,692.9181518554688,505.7214660644531,720.9234619140625,499.94384765625,670.9469604492188,502.27044677734375,688.9125366210938,499.91583251953125,702.8363647460938,565.427978515625,710.4139404296875,581.7476196289062,740.96875,608.959228515625,759.79443359375,615.27978515625,540.7714233398438,533.811279296875,550.2637329101562,526.0139770507812,512.5842895507812,606.5342407226562,514.8577270507812,618.2239990234375,395.1994934082031,556.4760131835938,393.7214660644531,583.6709594726562
5,0.1666663128096249,716.1438598632812,523.580810546875,711.0056762695312,519.6085815429688,721.1725463867188,516.9817504882812,692.9131469726562,504.83489990234375,720.22900390625,499.0080871582031,671.3102416992188,502.4966125488281,688.2945556640625,499.71221923828125,703.6925659179688,565.0047607421875,709.8131103515625,580.5762939453125,741.4410400390625,607.4226684570312,760.8240356445312,614.6656494140625,541.865234375,534.0803833007812,550.5825805664062,526.1361083984375,513.58544921875,605.835205078125,516.1050415039062,617.3580932617188,395.1506652832031,555.393310546875,394.0934143066406,582.205078125
6,0.1999995753715499,716.4340209960938,523.828857421875,711.2628784179688,519.8674926757812,721.397705078125,517.3221435546875,693.28662109375,505.0925598144531,720.405029296875,499.46221923828125,672.0305786132812,502.4012756347656,688.5481567382812,500.1541748046875,704.646240234375,563.7604370117188,710.0746459960938,580.538330078125,741.8794555664062,606.1525268554688,760.7495727539062,614.202880859375,542.3812866210938,533.746337890625,550.8555908203125,525.896484375,513.1153564453125,605.5035400390625,515.6393432617188,616.959228515625,394.35150146484375,555.318115234375,393.5618896484375,581.7794189453125
7,0.23333283793347487,715.0103149414062,527.126220703125,709.8931884765625,522.7381591796875,720.0372314453125,520.2627563476562,691.4995727539062,506.9659423828125,720.3480224609375,501.1176452636719,669.6419677734375,505.2735595703125,689.9905395507812,501.00286865234375,699.3435668945312,569.66064453125,713.92431640625,581.9407348632812,743.1612548828125,613.0201416015625,761.2803955078125,620.3999633789062,543.65478515625,533.3338623046875,555.1231079101562,524.7857666015625,514.8178100585938,603.3538208007812,516.2431030273438,610.9041748046875,408.5295104980469,558.8635864257812,402.15380859375,579.2763671875
8,0.26666610049539985,715.4043579101562,530.2930908203125,710.3819580078125,525.9751586914062,720.65625,523.608154296875,692.6030883789062,509.4464416503906,721.593994140625,503.7586669921875,670.862548828125,505.5614929199219,690.631591796875,502.41497802734375,700.716552734375,567.2492065429688,713.6796264648438,582.0286254882812,741.7631225585938,611.4586791992188,758.0446166992188,619.6990966796875,543.178466796875,531.6018676757812,554.4342041015625,523.4947509765625,516.6210327148438,602.3685913085938,517.326416015625,610.5469970703125,410.7174377441406,557.656982421875,404.3945007324219,579.2014770507812
9,0.29999936305732483,726.2492065429688,549.8406982421875,724.5659790039062,546.1080322265625,731.6975708007812,542.426025390625,709.87890625,522.350341796875,728.4939575195312,513.4933471679688,680.8365478515625,509.37615966796875,695.2160034179688,506.4208679199219,703.2950439453125,566.1011962890625,712.5508422851562,582.5640869140625,741.8309326171875,609.4284057617188,762.4261474609375,620.0798950195312,550.1070556640625,535.6343383789062,557.0278930664062,527.7965087890625,514.2703857421875,607.087890625,513.6307373046875,619.216064453125,402.8612976074219,554.5477905273438,402.7344055175781,585.2661743164062
10,0.3333326256192498,735.143310546875,556.5294799804688,735.5987548828125,552.4298706054688,739.4140014648438,548.8997192382812,723.4313354492188,525.9849243164062,732.16943359375,517.412109375,692.427490234375,510.0325927734375,696.0390625,509.9331359863281,709.2265625,559.7218627929688,716.5807495117188,581.8029174804688,742.30029296875,611.6980590820312,769.5891723632812,623.6221313476562,552.3082275390625,541.0709228515625,551.5966796875,533.0931396484375,508.2667236328125,610.5361938476562,501.02862548828125,619.0477294921875,400.3974304199219,560.1398315429688,398.76239013671875,584.437255859375
