frame,time_s,nose_x,nose_y,l_eye_x,l_eye_y,r_eye_x,r_eye_y,l_ear_x,l_ear_y,r_ear_x,r_ear_y,l_shoulder_x,l_shoulder_y,r_shoulder_x,r_shoulder_y,l_elbow_x,l_elbow_y,r_elbow_x,r_elbow_y,l_wrist_x,l_wrist_y,r_wrist_x,r_wrist_y,l_hip_x,l_hip_y,r_hip_x,r_hip_y,l_knee_x,l_knee_y,r_knee_x,r_knee_y,l_ankle_x,l_ankle_y,r_ankle_x,r_ankle_y
1,0.03333329473074696,654.849853515625,275.6439514160156,664.7932739257812,267.0515441894531,645.6670532226562,266.33380126953125,678.3034057617188,275.5199279785156,630.9640502929688,272.6592102050781,702.1648559570312,333.2796936035156,603.1328735351562,329.20001220703125,728.5848388671875,394.2781982421875,577.0505981445312,389.7654113769531,682.3281860351562,368.50482177734375,627.8933715820312,362.8281555175781,680.4432373046875,469.4842224121094,615.7428588867188,468.316650390625,672.1456909179688,576.1185302734375,619.2544555664062,580.1923217773438,657.0787353515625,674.8112182617188,626.8091430664062,679.7150268554688
2,0.06666658946149392,656.4295654296875,275.56365966796875,666.2505493164062,267.00579833984375,647.2039184570312,266.52008056640625,680.1355590820312,275.7084045410156,633.7088623046875,273.3887634277344,704.5213623046875,333.19720458984375,607.2094116210938,327.3424377441406,730.3760375976562,387.7996826171875,578.8302612304688,378.6395568847656,682.0172729492188,350.4827880859375,630.7055053710938,344.480712890625,682.1224365234375,469.8525085449219,618.3097534179688,467.79681396484375,673.3232421875,576.3147583007812,621.475830078125,579.8995361328125,657.9783325195312,675.7373657226562,626.0956420898438,680.6298828125
3,0.09999988419224089,657.9733276367188,275.0616760253906,667.5587768554688,266.724853515625,648.7716674804688,266.08355712890625,680.7155151367188,275.7973937988281,634.6281127929688,273.1408386230469,704.550048828125,332.275390625,607.936767578125,326.9326171875,729.3340454101562,383.2521057128906,582.0729370117188,377.4365539550781,677.9034423828125,340.28302001953125,635.5634155273438,338.7876281738281,682.9066772460938,468.0071105957031,619.1417236328125,465.9657897949219,674.5142822265625,575.3546142578125,621.9874267578125,578.4442138671875,658.300537109375,675.8636474609375,626.1813354492188,680.053955078125
4,0.13333317892298785,658.8287353515625,274.1823425292969,668.5565185546875,266.0106506347656,649.64892578125,265.4169921875,682.1123046875,275.3402404785156,636.0711059570312,272.8719177246094,705.5133056640625,330.966552734375,609.9008178710938,326.9188537597656,727.4343872070312,379.8501892089844,585.05126953125,377.5317077636719,676.26416015625,339.120361328125,638.2584838867188,338.12115478515625,683.7177124023438,466.5238342285156,620.397705078125,464.7972717285156,675.510986328125,573.9586791992188,622.6529541015625,576.5415649414062,657.8644409179688,675.6551513671875,626.3065795898438,678.9432373046875
5,0.1666664736537348,660.4429931640625,273.4105529785156,669.80224609375,264.9046325683594,650.5191650390625,264.82489013671875,683.2880859375,273.9593200683594,635.9115600585938,272.8878173828125,707.8417358398438,329.9693603515625,610.170166015625,327.30279541015625,726.4762573242188,378.1612854003906,587.3116455078125,377.54559326171875,673.9440307617188,339.72320556640625,640.912841796875,339.4400939941406,685.2349853515625,468.12164306640625,620.52490234375,466.5804748535156,676.543701171875,576.4775390625,623.1100463867188,576.93505859375,657.4008178710938,677.9794921875,625.1942138671875,675.8069458007812
6,0.19999976838448177,660.201171875,273.1681823730469,669.537109375,264.62884521484375,650.2948608398438,264.59869384765625,683.0208740234375,273.6638488769531,635.7867431640625,272.7058410644531,707.8934326171875,329.77294921875,610.0654296875,327.16180419921875,726.9119873046875,378.4639587402344,586.9671020507812,377.8484191894531,673.5977172851562,339.34832763671875,640.3637084960938,339.6112365722656,685.20703125,468.026611328125,620.4110107421875,466.4785461425781,676.2101440429688,576.4806518554688,622.8561401367188,577.0953369140625,657.3078002929688,677.6530151367188,624.9962768554688,675.710205078125
7,0.23333306311522872,663.0877685546875,273.2796936035156,672.231689453125,264.95526123046875,653.1359252929688,264.7005615234375,684.9152221679688,274.2183837890625,637.6630249023438,272.6278076171875,708.01171875,330.4437255859375,611.6165771484375,326.7505187988281,725.572509765625,379.7321472167969,590.4569091796875,377.7613220214844,673.897216796875,340.1475524902344,644.6848754882812,340.0796813964844,685.5160522460938,467.9058837890625,621.406982421875,466.0000915527344,676.6878662109375,577.05419921875,623.795654296875,577.0496215820312,656.8995971679688,677.7709350585938,624.8623046875,675.5032348632812
8,0.2666663578459757,664.5828247070312,273.69146728515625,673.6904296875,265.45855712890625,654.8402709960938,264.9697570800781,686.1525268554688,274.2976379394531,639.3626708984375,272.1846618652344,708.6957397460938,329.9538269042969,613.097412109375,326.014404296875,724.8709716796875,380.7874755859375,592.2774658203125,379.6907653808594,671.7222290039062,340.89739990234375,646.1248168945312,342.8798522949219,686.316650390625,466.2471618652344,622.638427734375,464.0751647949219,676.9962158203125,576.6646118164062,624.4339599609375,575.9865112304688,656.5902099609375,677.796630859375,625.055419921875,674.9542846679688
9,0.2999996525767227,665.3428955078125,273.58184814453125,674.4166259765625,265.26739501953125,655.57861328125,264.8435974121094,686.916259765625,273.8945617675781,640.2459106445312,271.97259521484375,709.6781616210938,329.7206726074219,613.8897705078125,325.74981689453125,725.4498901367188,381.40972900390625,592.6369018554688,379.4228820800781,672.1493530273438,342.67486572265625,646.4512939453125,342.72320556640625,686.7723999023438,466.5485534667969,623.01806640625,464.3418273925781,677.5039672851562,576.4489135742188,624.7755737304688,575.6746826171875,656.8894653320312,677.4474487304688,624.881103515625,674.32373046875
10,0.3333329473074696,665.9866943359375,273.95111083984375,674.98974609375,265.5982971191406,656.2216796875,265.20965576171875,687.368896484375,274.00164794921875,640.8094482421875,272.16534423828125,710.1116943359375,329.73321533203125,614.4810180664062,325.8130187988281,726.2135009765625,381.5103759765625,593.0001831054688,379.5076904296875,673.427978515625,343.3173828125,646.244140625,343.8104553222656,687.3065185546875,466.8385009765625,623.7075805664062,464.658447265625,677.758544921875,576.4740600585938,625.0843505859375,575.8563232421875,657.3663330078125,677.3427734375,624.912353515625,674.4650268554688
11,0.36666624203821657,665.3795166015625,274.1650695800781,674.5068359375,265.7947998046875,655.6495971679688,265.3786315917969,687.308349609375,274.05670166015625,640.6585083007812,272.1852722167969,710.1397705078125,329.8375549316406,614.7657470703125,325.498779296875,726.3427734375,381.90771484375,592.9717407226562,379.1347961425781,673.9581298828125,343.1377868652344,646.419677734375,344.1532897949219,687.1382446289062,466.5636901855469,623.740478515625,464.180419921875,677.5032958984375,576.2105102539062,625.2469482421875,575.3872680664062,657.1981811523438,677.4933471679688,624.9321899414062,674.5198364257812
