frame,time_s,nose_x,nose_y,l_eye_x,l_eye_y,r_eye_x,r_eye_y,l_ear_x,l_ear_y,r_ear_x,r_ear_y,l_shoulder_x,l_shoulder_y,r_shoulder_x,r_shoulder_y,l_elbow_x,l_elbow_y,r_elbow_x,r_elbow_y,l_wrist_x,l_wrist_y,r_wrist_x,r_wrist_y,l_hip_x,l_hip_y,r_hip_x,r_hip_y,l_knee_x,l_knee_y,r_knee_x,r_knee_y,l_ankle_x,l_ankle_y,r_ankle_x,r_ankle_y
1,0.03333326910725755,633.604736328125,141.6492462158203,644.2158813476562,132.50477600097656,622.402099609375,132.29495239257812,657.4285888671875,140.11961364746094,604.4158935546875,139.27398681640625,675.815185546875,207.08338928222656,581.5523681640625,206.42042541503906,701.98486328125,288.64520263671875,553.593994140625,286.8880310058594,710.965087890625,354.7699890136719,542.301025390625,350.6998291015625,660.459228515625,368.8844299316406,601.0343017578125,369.0775451660156,656.9246826171875,478.5058288574219,599.9566040039062,479.2459716796875,649.809814453125,578.2980346679688,607.8908081054688,582.7667846679688
2,0.0666665382145151,633.6380004882812,141.64242553710938,644.2301635742188,132.474853515625,622.4197998046875,132.2879638671875,657.3956909179688,140.04942321777344,604.3538208007812,139.2571258544922,675.7861938476562,206.7361297607422,581.6424560546875,206.44091796875,702.4310302734375,287.7769775390625,554.20849609375,287.2826843261719,711.9747924804688,353.30194091796875,544.8206176757812,352.02593994140625,660.8414306640625,369.04248046875,601.472900390625,369.4536437988281,656.1417236328125,478.59637451171875,599.7250366210938,479.8033447265625,649.1842651367188,578.9393920898438,607.7980346679688,583.6212158203125
3,0.09999980732177263,634.2023315429688,141.86753845214844,644.67724609375,132.6190643310547,622.8185424804688,132.54367065429688,657.6410522460938,140.12490844726562,604.3432006835938,139.5902862548828,676.0469360351562,206.8450469970703,581.5477905273438,206.66741943359375,702.7147827148438,287.56036376953125,554.6814575195312,287.3085021972656,712.3257446289062,352.7653503417969,546.221435546875,352.41790771484375,660.9564819335938,369.322509765625,601.3052368164062,369.7686462402344,656.2192993164062,478.49310302734375,599.6246337890625,479.4815673828125,649.5562133789062,579.2623901367188,607.895263671875,583.376708984375
4,0.1333330764290302,634.6353149414062,141.3549346923828,644.3583984375,132.44613647460938,623.1287841796875,132.356689453125,657.0176391601562,139.4762420654297,603.5342407226562,139.27615356445312,675.8406982421875,206.95242309570312,580.6385498046875,207.30880737304688,702.3141479492188,287.5097961425781,554.2382202148438,287.07989501953125,712.1038208007812,352.1256103515625,546.3073120117188,351.74688720703125,661.0633544921875,368.9964294433594,602.1612548828125,369.8796081542969,656.2192993164062,477.90423583984375,600.7443237304688,479.1400146484375,647.208740234375,577.4563598632812,606.8495483398438,581.6831665039062
5,0.16666634553628773,634.4214477539062,141.37840270996094,644.2239990234375,132.4647216796875,622.9022827148438,132.36624145507812,657.0607299804688,139.48374938964844,603.389404296875,139.27496337890625,676.0064697265625,206.85084533691406,580.5307006835938,207.32057189941406,702.3792114257812,287.0398864746094,554.1969604492188,286.98785400390625,712.05419921875,351.7908630371094,546.2408447265625,351.8414001464844,661.2100219726562,368.8780517578125,602.1353759765625,369.75555419921875,656.1884765625,477.7166748046875,600.5010986328125,478.7049560546875,647.3305053710938,577.375732421875,607.0682983398438,581.1795043945312
6,0.19999961464354526,634.0942993164062,141.18455505371094,643.947021484375,132.29298400878906,622.6088256835938,132.2370147705078,656.8836059570312,139.38002014160156,603.2487182617188,139.2374725341797,675.8749389648438,206.6582489013672,580.7233276367188,207.46685791015625,702.9224243164062,286.3448791503906,554.7489624023438,287.01361083984375,712.9365844726562,351.3370666503906,545.7078857421875,352.955810546875,661.4954833984375,368.76104736328125,602.5733642578125,369.8284912109375,656.5390014648438,477.3006896972656,600.5640258789062,478.80059814453125,648.3997192382812,577.0239868164062,607.4663696289062,581.765869140625
7,0.23333288375080283,633.9982299804688,141.27496337890625,643.90380859375,132.41920471191406,622.6127319335938,132.30711364746094,656.864501953125,139.5421905517578,603.4203491210938,139.2676544189453,675.9398193359375,206.74386596679688,580.6685791015625,207.64369201660156,703.0751342773438,286.3334655761719,554.6672973632812,287.3449401855469,712.751953125,351.0768737792969,545.9163208007812,352.9079895019531,661.5453491210938,369.0760498046875,602.5419311523438,370.1934814453125,656.6961059570312,477.8834533691406,600.4537353515625,479.4497375488281,648.8995971679688,577.4182739257812,607.7379150390625,582.1953735351562
8,0.2666661528580604,634.1973266601562,141.39132690429688,644.1769409179688,132.62318420410156,622.9573974609375,132.4163055419922,657.1015014648438,139.59495544433594,603.8041381835938,139.04991149902344,676.1996459960938,206.04518127441406,580.6433715820312,207.1059112548828,704.0227661132812,283.1253662109375,554.951904296875,285.30828857421875,712.2047119140625,344.3411865234375,545.333740234375,350.3411560058594,661.4210815429688,368.5083312988281,602.308349609375,369.64208984375,657.1207275390625,477.21331787109375,601.12255859375,478.6685791015625,649.4389038085938,576.3102416992188,609.538330078125,581.5614013671875
9,0.2999994219653179,634.289306640625,141.25833129882812,644.3060302734375,132.57110595703125,623.1116333007812,132.22174072265625,657.1647338867188,139.66943359375,603.7957763671875,138.7858123779297,676.1168212890625,206.00323486328125,580.3319702148438,206.86529541015625,704.2346801757812,283.1614074707031,554.45166015625,285.14923095703125,712.3833618164062,344.55194091796875,545.3224487304688,349.75653076171875,661.5942993164062,367.82550048828125,602.2548828125,368.950927734375,657.820556640625,476.88104248046875,600.81640625,478.6334228515625,649.6376953125,576.1608276367188,608.5353393554688,581.9839477539062
10,0.33333269107257546,634.5726318359375,141.31292724609375,644.433837890625,132.66989135742188,623.380859375,132.34068298339844,657.0076293945312,139.75572204589844,603.79443359375,138.92742919921875,675.7080688476562,205.67185974121094,580.2892456054688,206.64222717285156,703.2229614257812,282.28515625,554.7322387695312,284.86016845703125,711.1327514648438,342.9744567871094,545.6265258789062,349.9665832519531,661.583984375,366.6129455566406,602.3907470703125,367.77056884765625,658.1162719726562,476.2132873535156,601.0872192382812,477.62176513671875,650.43115234375,576.5952758789062,608.9031982421875,581.8209228515625
