frame,time_s,nose_x,nose_y,l_eye_x,l_eye_y,r_eye_x,r_eye_y,l_ear_x,l_ear_y,r_ear_x,r_ear_y,l_shoulder_x,l_shoulder_y,r_shoulder_x,r_shoulder_y,l_elbow_x,l_elbow_y,r_elbow_x,r_elbow_y,l_wrist_x,l_wrist_y,r_wrist_x,r_wrist_y,l_hip_x,l_hip_y,r_hip_x,r_hip_y,l_knee_x,l_knee_y,r_knee_x,r_knee_y,l_ankle_x,l_ankle_y,r_ankle_x,r_ankle_y
1,0.03333322528363047,678.7830200195312,245.0872802734375,688.5679321289062,238.030517578125,670.25927734375,237.06884765625,699.7745361328125,247.17196655273438,654.4066772460938,244.65582275390625,709.6585693359375,306.0747375488281,634.6198120117188,305.49395751953125,723.6194458007812,373.0604553222656,612.6019897460938,375.910888671875,725.053955078125,434.4828796386719,607.3240356445312,438.76422119140625,686.7578125,440.09527587890625,638.8121337890625,438.8985290527344,680.3171997070312,539.22705078125,635.9151611328125,536.0277099609375,671.86767578125,634.9197387695312,634.1634521484375,632.9537353515625
2,0.06666645056726093,678.7361450195312,245.56141662597656,688.488037109375,238.44869995117188,670.1987915039062,237.50643920898438,699.7232666015625,247.32183837890625,654.4154663085938,244.79202270507812,709.6231079101562,306.3268127441406,634.595458984375,305.1822204589844,724.4595947265625,373.872802734375,612.0759887695312,375.7603454589844,728.7334594726562,434.8525390625,608.2939453125,439.7467956542969,687.3910522460938,440.03814697265625,639.6694946289062,438.79107666015625,681.0304565429688,538.1845092773438,637.6312255859375,534.9060668945312,672.583984375,634.1639404296875,636.352294921875,632.2841796875
3,0.09999967585089141,678.4946899414062,245.505615234375,688.1506958007812,238.2925567626953,669.9517822265625,237.39736938476562,699.3450317382812,246.82032775878906,654.2904052734375,244.432373046875,709.4793090820312,305.6628112792969,634.6110229492188,304.69464111328125,724.4984741210938,373.4772644042969,611.7125854492188,376.094482421875,729.3657836914062,433.9691467285156,609.1859130859375,440.8122863769531,687.74072265625,439.45550537109375,640.2245483398438,438.3622741699219,681.3955688476562,537.39111328125,638.3865966796875,534.5875244140625,672.0939331054688,633.4881591796875,636.11962890625,632.2651977539062
4,0.13333290113452187,678.1223754882812,245.56759643554688,687.6747436523438,238.3235321044922,669.5309448242188,237.4591827392578,698.7721557617188,246.69744873046875,653.7971801757812,244.39671325683594,708.7897338867188,305.2474365234375,634.36181640625,304.1678161621094,724.2273559570312,371.8182067871094,611.2434692382812,374.7954406738281,729.9756469726562,430.3233642578125,609.4884033203125,439.5841369628906,687.4813842773438,439.008544921875,640.2477416992188,437.92633056640625,681.2986450195312,536.9513549804688,638.83740234375,534.2610473632812,671.947265625,633.4732666015625,635.91552734375,632.3153076171875
5,0.16666612641815234,677.8297119140625,245.3206024169922,687.2052612304688,238.07395935058594,669.2028198242188,237.33636474609375,697.953857421875,246.4858856201172,653.2434692382812,244.46380615234375,708.224853515625,304.7665710449219,633.7354125976562,304.2485046386719,724.2011108398438,370.664794921875,611.0472412109375,374.9461364746094,730.3616333007812,428.51495361328125,609.222900390625,438.841796875,687.505615234375,438.5278625488281,640.1732788085938,437.6586608886719,681.189208984375,536.4375610351562,638.4736328125,533.7590942382812,672.343017578125,633.248046875,636.1526489257812,631.936767578125
6,0.19999935170178282,676.19384765625,244.71900939941406,685.5142822265625,237.37362670898438,667.5631713867188,236.80726623535156,696.6398315429688,245.69813537597656,652.2398681640625,244.13340759277344,707.9329833984375,304.0990905761719,633.393310546875,304.0765686035156,724.231689453125,370.1440734863281,610.7654418945312,375.1008605957031,730.3348388671875,428.55889892578125,609.4893798828125,439.0621032714844,687.5296020507812,438.3563537597656,640.1937255859375,437.6080017089844,680.9810791015625,536.6066284179688,638.4583129882812,533.823486328125,672.4364624023438,633.7277221679688,635.9277954101562,631.7415771484375
7,0.2333325769854133,676.2962646484375,244.87142944335938,685.5592041015625,237.52435302734375,667.671875,236.98313903808594,696.7095336914062,245.82997131347656,652.41064453125,244.3394012451172,708.275390625,304.26220703125,633.4703979492188,304.07855224609375,724.626708984375,370.813232421875,610.5111083984375,374.8717956542969,730.5068969726562,430.2803649902344,609.32080078125,439.1143798828125,687.6741333007812,438.2725524902344,640.1968383789062,437.4423522949219,680.998779296875,536.6365356445312,638.4088134765625,533.679443359375,672.5799560546875,633.7185668945312,635.7940063476562,631.2725219726562
8,0.26666580226904374,674.917724609375,244.19003295898438,684.4551391601562,236.82388305664062,666.23681640625,236.2948455810547,696.21142578125,245.39759826660156,651.3402099609375,243.93441772460938,707.8292846679688,304.3367614746094,633.0543823242188,304.3948059082031,723.599365234375,370.9345703125,610.7472534179688,375.67596435546875,729.4459838867188,430.1253662109375,608.8463745117188,439.6124267578125,687.2865600585938,438.8651123046875,639.7507934570312,438.07861328125,680.866943359375,537.5023803710938,638.1567993164062,534.40380859375,672.6151733398438,634.0822143554688,636.0759887695312,631.6061401367188
9,0.2999990275526742,673.7320556640625,243.7807159423828,683.2830810546875,236.31887817382812,664.9851684570312,235.94427490234375,695.2371826171875,244.8490753173828,650.2865600585938,243.7782440185547,707.1475830078125,303.87939453125,632.5035400390625,304.5776672363281,722.583984375,370.6307067871094,610.3931884765625,376.0927429199219,728.7335815429688,430.8642578125,608.583740234375,439.5861511230469,687.0936279296875,438.7893981933594,639.6089477539062,438.3020324707031,680.6554565429688,537.7003173828125,637.9967651367188,534.9661865234375,672.7428588867188,634.1739501953125,636.0154418945312,631.8295288085938
10,0.3333322528363047,673.0169677734375,243.99758911132812,682.605712890625,236.58114624023438,664.365966796875,236.083740234375,694.6428833007812,245.05133056640625,649.7238159179688,243.70790100097656,706.8004760742188,303.8478698730469,631.9115600585938,304.4996643066406,722.3296508789062,370.4525146484375,610.0239868164062,375.91094970703125,727.5692138671875,431.4070129394531,608.588134765625,439.3132629394531,687.23486328125,438.8623352050781,639.5675659179688,438.3322448730469,680.6713256835938,537.8431396484375,637.7498168945312,534.9083251953125,672.826904296875,634.7208862304688,636.0851440429688,631.8402709960938
11,0.36666547811993516,671.5473022460938,243.56639099121094,681.1058959960938,236.13381958007812,662.951171875,235.7248992919922,693.362060546875,244.5396270751953,648.6819458007812,243.4232635498047,706.0489501953125,302.9326477050781,631.3123779296875,304.1718444824219,721.0094604492188,369.261962890625,609.368896484375,375.9111633300781,725.4957275390625,430.6351318359375,608.0712280273438,439.2362060546875,687.5211791992188,437.8958435058594,639.8314819335938,437.6167297363281,680.9369506835938,537.2676391601562,637.6333618164062,534.6719970703125,672.978759765625,634.6655883789062,635.7146606445312,632.122314453125
12,0.39999870340356564,670.8482055664062,243.14688110351562,680.4102783203125,235.6715545654297,662.2635498046875,235.3011932373047,692.7410278320312,244.1790313720703,648.1853637695312,243.1510467529297,705.41748046875,302.8831481933594,630.9934692382812,303.9740295410156,719.6117553710938,369.5466613769531,608.935302734375,375.94390869140625,723.2671508789062,430.8509826660156,608.1507568359375,440.1257019042969,686.8487548828125,437.92156982421875,639.2898559570312,437.5606994628906,680.1754760742188,537.6716918945312,637.1957397460938,534.8482666015625,672.975830078125,635.5352172851562,635.5379638671875,632.4823608398438
13,0.4333319286871961,670.595458984375,244.52182006835938,679.7477416992188,237.31922912597656,661.9681396484375,236.72900390625,691.5721435546875,245.3423309326172,647.70556640625,243.7533721923828,704.6542358398438,303.30767822265625,630.1602172851562,303.1352844238281,717.5982666015625,371.95623779296875,608.3773193359375,375.6343994140625,720.722900390625,433.0435485839844,609.72216796875,441.2940673828125,688.3341064453125,437.4588317871094,640.2642211914062,436.641845703125,681.8465576171875,538.3522338867188,636.4273071289062,534.4601440429688,673.4006958007812,635.0525512695312,634.6377563476562,630.9332275390625
