frame,time_s,nose_x,nose_y,l_eye_x,l_eye_y,r_eye_x,r_eye_y,l_ear_x,l_ear_y,r_ear_x,r_ear_y,l_shoulder_x,l_shoulder_y,r_shoulder_x,r_shoulder_y,l_elbow_x,l_elbow_y,r_elbow_x,r_elbow_y,l_wrist_x,l_wrist_y,r_wrist_x,r_wrist_y,l_hip_x,l_hip_y,r_hip_x,r_hip_y,l_knee_x,l_knee_y,r_knee_x,r_knee_y,l_ankle_x,l_ankle_y,r_ankle_x,r_ankle_y
1,0.033333290322580644,736.9058837890625,281.4829406738281,748.8043212890625,274.4539489746094,728.7049560546875,271.4438781738281,762.1533813476562,284.4721374511719,711.983642578125,277.0190734863281,768.88720703125,348.70867919921875,678.841064453125,331.8360595703125,786.7343139648438,422.270751953125,612.96728515625,375.7883605957031,806.5635375976562,492.6750183105469,554.6783447265625,415.8660583496094,733.39990234375,483.7023620605469,672.7413330078125,476.4130554199219,752.6268920898438,588.3524169921875,647.5508422851562,581.0460205078125,762.6405029296875,689.3718872070312,629.8596801757812,689.0062255859375
2,0.06666658064516129,749.404052734375,286.0645751953125,761.658935546875,279.45709228515625,741.9051513671875,275.2645568847656,773.138916015625,290.25579833984375,722.7831420898438,279.4718933105469,774.6401977539062,355.5589294433594,684.8410034179688,331.25152587890625,789.8186645507812,431.26318359375,612.5440063476562,363.87335205078125,808.41650390625,501.29937744140625,552.0931396484375,385.09893798828125,734.009765625,485.4220275878906,673.7227172851562,475.4246826171875,752.1566772460938,590.9998168945312,648.6015625,581.8106689453125,762.9371948242188,691.3894653320312,633.3016967773438,689.3876953125
3,0.09999987096774193,758.020751953125,292.13885498046875,770.2064819335938,285.13348388671875,750.1763305664062,280.19580078125,779.298828125,294.3839416503906,726.8200073242188,282.15081787109375,776.1907348632812,356.3342590332031,686.5578002929688,328.1495361328125,790.3909912109375,433.1365966796875,606.95068359375,354.129638671875,806.6078491210938,502.2700500488281,542.527099609375,370.6199951171875,736.1954345703125,483.85400390625,675.1124267578125,472.942138671875,753.9921875,586.2360229492188,652.9874877929688,577.2735595703125,767.8079223632812,690.881591796875,639.48681640625,688.4832153320312
4,0.13333316129032258,764.03515625,295.0333251953125,777.0592651367188,288.8921203613281,757.88671875,283.09674072265625,787.0704345703125,298.66571044921875,736.455322265625,283.0016174316406,779.5925903320312,362.8830871582031,694.3919067382812,325.67578125,791.7445068359375,440.67193603515625,611.719970703125,337.6179504394531,809.1687622070312,512.6349487304688,537.2960205078125,349.8856201171875,730.9185791015625,487.806640625,673.1238403320312,473.15869140625,750.2871704101562,593.8150024414062,648.9158935546875,582.409423828125,765.4013061523438,692.7022705078125,635.24267578125,691.8571166992188
5,0.16666645161290322,769.2063598632812,300.1300964355469,783.5989379882812,294.0880432128906,763.8778686523438,287.2860107421875,794.7216186523438,304.6031799316406,745.3592529296875,284.9604797363281,783.531005859375,367.5326843261719,694.667236328125,320.6808166503906,790.0905151367188,448.8052673339844,622.8329467773438,320.4588928222656,811.7001953125,516.4172973632812,634.8093872070312,339.97320556640625,729.1680908203125,487.6238098144531,666.6484985351562,472.84552001953125,749.693603515625,589.6688842773438,642.9747314453125,580.678955078125,765.6676635742188,691.193115234375,627.9310913085938,687.2073364257812
6,0.19999974193548387,769.8829956054688,300.3279113769531,784.0465087890625,294.0994567871094,764.3560180664062,287.5061340332031,794.8649291992188,304.119384765625,745.3842163085938,285.0075378417969,783.7515869140625,366.8758850097656,694.7255859375,320.5617370605469,790.1342163085938,448.5909729003906,623.4439697265625,321.5521545410156,811.7836303710938,517.0505981445312,635.6630249023438,342.3958435058594,729.1329956054688,487.2586669921875,666.5131225585938,472.5838623046875,749.2874145507812,589.7659301757812,642.8661499023438,580.4717407226562,765.4823608398438,691.3740844726562,627.7788696289062,686.5449829101562
7,0.2333330322580645,795.8447875976562,328.894775390625,811.8016967773438,326.5675354003906,794.2755126953125,316.16241455078125,820.9307250976562,339.74603271484375,775.55078125,310.51434326171875,797.9758911132812,397.4888610839844,724.49951171875,331.28131103515625,802.10546875,474.3279113769531,650.1787719726562,294.6383972167969,809.5765380859375,550.22705078125,592.6424560546875,259.8518981933594,711.4066162109375,493.8719787597656,659.9464721679688,466.64569091796875,730.5780029296875,597.1455688476562,644.5401000976562,573.4945068359375,729.52685546875,620.7756958007812,632.9690551757812,607.58349609375
8,0.26666632258064515,787.5453491210938,315.8315734863281,800.7909545898438,310.1253356933594,783.3057861328125,302.25396728515625,804.96044921875,319.4536437988281,760.2344970703125,297.1722717285156,784.5410766601562,379.1655578613281,709.3438110351562,327.1270751953125,792.9230346679688,464.62451171875,635.90234375,306.9886474609375,812.3117065429688,533.4332275390625,579.2353515625,288.4278259277344,719.6489868164062,488.7326965332031,664.6757202148438,470.4366455078125,745.588623046875,591.84130859375,643.7479858398438,578.8270874023438,759.4205932617188,692.7830200195312,627.6557006835938,690.4163208007812
9,0.2999996129032258,795.9393920898438,324.70660400390625,808.407958984375,319.7184143066406,792.6226806640625,311.1147155761719,809.179931640625,328.8088684082031,768.063232421875,304.39910888671875,784.73779296875,385.73834228515625,714.8023071289062,329.1693115234375,794.1748657226562,471.5349426269531,643.9226684570312,301.06988525390625,811.5885009765625,539.47119140625,589.950927734375,276.6104431152344,716.9163818359375,487.4592590332031,664.6400146484375,467.6943054199219,745.7823486328125,592.2119140625,644.6434326171875,578.4340209960938,760.8568725585938,693.3509521484375,627.4277954101562,690.7203369140625
10,0.33333290322580644,796.1594848632812,330.22760009765625,810.5808715820312,327.1421203613281,794.1588134765625,317.5590515136719,815.4467163085938,340.91973876953125,772.952880859375,313.3061218261719,789.1090698242188,397.51104736328125,720.7843627929688,333.37750244140625,801.148681640625,475.0327453613281,651.5101928710938,289.9182434082031,816.9475708007812,546.1249389648438,604.5077514648438,257.30072021484375,714.3516235351562,489.46875,662.4539794921875,466.4593505859375,744.2648315429688,589.294189453125,642.7713012695312,576.0496826171875,761.0413208007812,687.2229614257812,629.873291015625,688.81005859375
