frame,time_s,nose_x,nose_y,l_eye_x,l_eye_y,r_eye_x,r_eye_y,l_ear_x,l_ear_y,r_ear_x,r_ear_y,l_shoulder_x,l_shoulder_y,r_shoulder_x,r_shoulder_y,l_elbow_x,l_elbow_y,r_elbow_x,r_elbow_y,l_wrist_x,l_wrist_y,r_wrist_x,r_wrist_y,l_hip_x,l_hip_y,r_hip_x,r_hip_y,l_knee_x,l_knee_y,r_knee_x,r_knee_y,l_ankle_x,l_ankle_y,r_ankle_x,r_ankle_y
1,0.0333332892998679,685.6008911132812,179.40896606445312,697.4742431640625,168.03025817871094,674.8359985351562,167.8222198486328,719.5910034179688,155.03268432617188,662.2181396484375,155.47039794921875,748.7601928710938,203.19281005859375,640.0584716796875,204.1434326171875,772.0595703125,284.8555603027344,613.1058959960938,286.6197509765625,780.8529052734375,355.225341796875,602.21826171875,361.7399597167969,727.6436157226562,381.015869140625,655.9114990234375,379.3608093261719,731.9503784179688,499.9938659667969,630.1077270507812,491.810791015625,735.6841430664062,604.2040405273438,626.6089477539062,596.5604858398438
2,0.0666665785997358,675.3864135742188,178.4905548095703,686.7191772460938,167.54859924316406,664.7904052734375,167.88319396972656,707.6970825195312,156.58531188964844,651.9894409179688,158.50257873535156,736.2112426757812,205.19293212890625,631.17041015625,206.2109832763672,766.031005859375,284.2033386230469,605.3983764648438,285.7660217285156,773.5131225585938,356.2147216796875,598.8435668945312,361.9270935058594,715.0062255859375,375.4345703125,644.6065673828125,373.91497802734375,726.4634399414062,502.13677978515625,632.3603515625,497.1221618652344,731.9081420898438,604.385986328125,625.6135864257812,602.0833740234375
3,0.0999998678996037,672.9879760742188,179.466796875,684.0125122070312,168.64437866210938,661.938720703125,168.93495178222656,703.2000732421875,157.15628051757812,646.8243408203125,158.85487365722656,730.6796875,204.47755432128906,624.6618041992188,205.91285705566406,761.5664672851562,282.03167724609375,599.8850708007812,285.7293701171875,769.0916137695312,353.85174560546875,593.6737670898438,363.8938903808594,711.8054809570312,375.04803466796875,640.6297607421875,374.0655822753906,724.33154296875,500.64697265625,628.1621704101562,496.0524597167969,731.9783325195312,604.1259765625,623.7744140625,602.3902587890625
4,0.1333331571994716,666.671630859375,178.04608154296875,678.5933227539062,168.04205322265625,656.8043212890625,167.14511108398438,699.08447265625,156.50303649902344,643.5867919921875,155.42483520507812,726.717529296875,203.13742065429688,619.899658203125,203.99534606933594,756.0877685546875,284.1107482910156,595.7693481445312,288.2247009277344,763.0633544921875,353.2115783691406,589.1610717773438,364.155517578125,709.6257934570312,379.2724914550781,638.2965698242188,378.43768310546875,723.3861083984375,500.6229248046875,625.341552734375,496.977783203125,729.0060424804688,602.572998046875,625.4523315429688,604.3534545898438
5,0.1666664464993395,665.39990234375,175.93739318847656,677.266357421875,165.62890625,654.9440307617188,165.0337677001953,697.3737182617188,154.76446533203125,640.4951171875,154.29579162597656,724.2499389648438,202.54458618164062,617.3709716796875,203.73931884765625,752.9418334960938,282.1813049316406,593.1943359375,285.6388854980469,760.861572265625,353.2275695800781,585.3389892578125,363.2868957519531,709.061279296875,379.64898681640625,637.4470825195312,379.2579650878906,723.3059692382812,500.3150939941406,624.1405639648438,497.2667236328125,731.2080688476562,602.7122192382812,624.52294921875,604.6615600585938
6,0.1999997357992074,664.9295043945312,175.7327423095703,676.7234497070312,165.33921813964844,654.4107055664062,164.8994903564453,696.9398193359375,154.58615112304688,640.1285400390625,154.486328125,724.2060546875,202.6436309814453,617.3570556640625,203.95156860351562,753.1231689453125,282.1943359375,592.8844604492188,285.34228515625,761.0452270507812,353.34747314453125,585.2510986328125,362.92523193359375,709.0724487304688,379.5093078613281,637.4773559570312,379.1396789550781,723.2197265625,500.1060791015625,624.1505126953125,497.0479736328125,731.4030151367188,602.635986328125,624.2508544921875,604.2918701171875
7,0.2333330250990753,665.0999755859375,175.42138671875,676.9136962890625,164.96868896484375,654.419189453125,164.5535888671875,696.9889526367188,154.5706787109375,639.714111328125,154.52674865722656,724.0768432617188,202.95846557617188,617.1053466796875,204.43795776367188,753.0621948242188,282.0361022949219,592.9966430664062,285.5032958984375,760.8200073242188,353.06884765625,585.2675170898438,362.52545166015625,709.1981811523438,379.53106689453125,637.5169067382812,379.2076416015625,723.0556640625,499.9543151855469,624.1355590820312,496.81732177734375,730.9938354492188,602.4901123046875,624.37060546875,603.8706665039062
8,0.2666663143989432,664.5673828125,172.5264129638672,676.1693115234375,161.8795166015625,653.5501098632812,161.712890625,695.2264404296875,152.41925048828125,637.5570678710938,152.89414978027344,721.8070678710938,201.98744201660156,614.3212280273438,205.11231994628906,751.2903442382812,279.9639587402344,590.3325805664062,286.97772216796875,759.0861206054688,352.0166931152344,581.1089477539062,364.9447326660156,708.3219604492188,379.4856872558594,636.2451171875,380.1453552246094,723.7786254882812,498.6268310546875,623.8505859375,496.7162170410156,733.3878784179688,601.319091796875,625.3931274414062,603.8949584960938
9,0.2999996036988111,665.241943359375,166.8762664794922,676.4242553710938,156.22686767578125,654.2335815429688,156.19586181640625,693.7966918945312,148.43516540527344,637.1670532226562,149.1005859375,719.4044799804688,200.05995178222656,611.6682739257812,204.38201904296875,748.41943359375,279.0,586.9074096679688,287.6792907714844,757.931884765625,354.9289855957031,574.8388671875,363.7774353027344,706.7735595703125,379.56829833984375,633.9322509765625,381.0968322753906,728.225830078125,498.7067565917969,623.4210815429688,496.52301025390625,742.0745239257812,602.215576171875,626.3554077148438,603.41552734375
10,0.333332892998679,666.9697265625,165.11280822753906,678.272216796875,154.2179412841797,655.5451049804688,154.23812866210938,695.4654541015625,147.21017456054688,637.3933715820312,147.99696350097656,720.28369140625,200.11077880859375,611.1947021484375,204.75424194335938,747.7265625,278.0799560546875,586.0101318359375,288.0941467285156,757.6307983398438,353.30242919921875,573.9064331054688,364.0122375488281,707.9371337890625,380.6712951660156,633.8984985351562,382.3555908203125,730.8096923828125,499.51312255859375,623.3106079101562,496.4665222167969,745.8655395507812,603.4221801757812,626.882568359375,602.8519287109375
