frame,time_s,nose_x,nose_y,l_eye_x,l_eye_y,r_eye_x,r_eye_y,l_ear_x,l_ear_y,r_ear_x,r_ear_y,l_shoulder_x,l_shoulder_y,r_shoulder_x,r_shoulder_y,l_elbow_x,l_elbow_y,r_elbow_x,r_elbow_y,l_wrist_x,l_wrist_y,r_wrist_x,r_wrist_y,l_hip_x,l_hip_y,r_hip_x,r_hip_y,l_knee_x,l_knee_y,r_knee_x,r_knee_y,l_ankle_x,l_ankle_y,r_ankle_x,r_ankle_y
1,0.03333327922077922,693.31494140625,200.52598571777344,703.6538696289062,194.00802612304688,684.1692504882812,191.85939025878906,715.3078002929688,197.49813842773438,665.9491577148438,194.22962951660156,719.8475341796875,224.5068817138672,647.0202026367188,251.19798278808594,735.511962890625,159.59600830078125,632.0335083007812,298.5595703125,723.552490234375,84.03456115722656,636.6260375976562,353.5964050292969,712.955810546875,377.17425537109375,664.7470092773438,384.52728271484375,713.849365234375,489.17138671875,665.3388061523438,487.8536376953125,702.8521728515625,597.5213623046875,671.5691528320312,599.21240234375
2,0.06666655844155844,693.1113891601562,200.39414978027344,703.3551025390625,193.89413452148438,683.9244384765625,191.7534637451172,714.8269653320312,197.51339721679688,665.4700927734375,194.26087951660156,719.5658569335938,224.67393493652344,646.3840942382812,251.38436889648438,735.4493408203125,159.3732147216797,631.4820556640625,298.3775634765625,723.2680053710938,83.86798858642578,636.17333984375,353.5839538574219,712.9703369140625,377.44195556640625,664.5407104492188,384.7955627441406,713.7565307617188,489.51470947265625,664.9185180664062,488.0995788574219,702.7910766601562,597.22998046875,671.1795654296875,598.6578369140625
3,0.09999983766233767,693.3617553710938,200.07713317871094,703.3828735351562,193.62574768066406,684.1998291015625,191.4566192626953,714.3086547851562,197.2733612060547,665.31494140625,193.9923553466797,718.8609008789062,224.25704956054688,646.0925903320312,251.23048400878906,734.7927856445312,158.81480407714844,631.8477172851562,298.54290771484375,722.7727661132812,84.02959442138672,636.3719482421875,354.5094299316406,712.7078247070312,377.4101867675781,664.4952392578125,384.8656005859375,713.6296997070312,489.4986267089844,664.8228759765625,488.0181579589844,702.8560180664062,597.1937866210938,670.853759765625,598.1529541015625
4,0.1333331168831169,692.9681396484375,199.92312622070312,703.0604248046875,193.66139221191406,683.9517822265625,191.53094482421875,714.2103881835938,197.6610565185547,665.889404296875,194.4033966064453,718.8157958984375,224.8920440673828,646.572509765625,251.369873046875,733.6079711914062,159.25497436523438,631.171142578125,297.8453369140625,721.9099731445312,84.4528579711914,635.8641967773438,354.76678466796875,712.1220092773438,377.7183837890625,664.26025390625,385.00830078125,713.367431640625,489.64361572265625,664.9548950195312,487.92779541015625,702.778564453125,596.622314453125,671.099365234375,597.68701171875
5,0.1666663961038961,692.741455078125,199.9839630126953,702.66943359375,193.55661010742188,683.5062255859375,191.43258666992188,713.5656127929688,197.52841186523438,664.5153198242188,194.427001953125,718.490966796875,225.04563903808594,645.5970458984375,252.08584594726562,734.7354736328125,159.0612335205078,631.5830688476562,298.3421936035156,721.234619140625,85.26895141601562,635.7034301757812,355.3053894042969,712.3173217773438,377.67547607421875,664.1243896484375,385.11492919921875,713.5069580078125,489.6551208496094,664.9122924804688,488.2151794433594,703.0297241210938,597.3129272460938,670.8843994140625,598.1102294921875
6,0.19999967532467533,692.1438598632812,200.10720825195312,702.1956176757812,193.6400146484375,682.9391479492188,191.55381774902344,713.4158935546875,197.60740661621094,664.5083618164062,194.66061401367188,718.5116577148438,225.4175567626953,646.1116333007812,252.93353271484375,734.17333984375,159.3661651611328,632.7611694335938,299.6070556640625,721.0179443359375,85.9251480102539,636.3580932617188,356.06817626953125,712.0814819335938,378.49383544921875,664.228271484375,386.0093688964844,713.484375,490.08489990234375,665.000732421875,488.30792236328125,703.2152709960938,597.175537109375,671.1005249023438,597.392333984375
7,0.23333295454545455,691.6817626953125,200.07154846191406,701.7645874023438,193.5775146484375,682.52685546875,191.4242401123047,713.0349731445312,197.3867645263672,664.1616821289062,194.3100128173828,718.2720336914062,225.1295166015625,645.814208984375,252.6343994140625,734.18994140625,158.9539337158203,632.2460327148438,299.26483154296875,720.8829345703125,86.1469955444336,635.8897705078125,356.6126708984375,712.02099609375,378.58270263671875,664.1863403320312,386.0946044921875,713.4193725585938,490.4330749511719,664.8427124023438,488.74102783203125,703.0205078125,597.4686279296875,670.7205200195312,597.7604370117188
8,0.2666662337662338,691.8674926757812,199.8755340576172,701.75732421875,193.3448944091797,682.6581420898438,191.31796264648438,712.760009765625,196.98379516601562,664.105224609375,194.18138122558594,718.0672607421875,224.49205017089844,645.8781127929688,252.1485137939453,734.0160522460938,158.6153106689453,632.6016845703125,298.73956298828125,720.9435424804688,86.1902847290039,635.646240234375,355.6982116699219,712.1251831054688,378.3791198730469,664.3649291992188,385.9455261230469,713.4790649414062,490.5111389160156,664.9437255859375,488.8585205078125,703.0283203125,597.7704467773438,670.4180297851562,598.0852661132812
9,0.299999512987013,692.05712890625,200.0896759033203,701.8328247070312,193.5782928466797,682.7332153320312,191.4302978515625,712.5277709960938,197.52230834960938,663.538818359375,194.52589416503906,717.4710083007812,225.58099365234375,645.9761962890625,252.85061645507812,734.5361938476562,159.83192443847656,633.5868530273438,299.0438537597656,722.214599609375,88.11968994140625,636.5928344726562,358.1156311035156,712.1036987304688,378.38348388671875,664.9309692382812,385.8292541503906,713.2001953125,490.6166687011719,665.3601684570312,489.165283203125,702.653076171875,598.0588989257812,669.8604736328125,598.4684448242188
10,0.3333327922077922,691.7962036132812,200.24124145507812,701.7196655273438,193.7991485595703,682.5656127929688,191.69027709960938,712.7512817382812,197.71060180664062,663.9791259765625,194.67274475097656,717.720458984375,225.64019775390625,645.9977416992188,252.0815887451172,733.8458251953125,159.89971923828125,632.1591186523438,297.2062683105469,721.7118530273438,87.09178161621094,635.2538452148438,355.6477966308594,711.5637817382812,378.7236633300781,664.1780395507812,385.8492431640625,712.800048828125,490.7983093261719,664.9577026367188,488.7567138671875,702.879150390625,597.9957885742188,670.3638916015625,598.0093383789062
11,0.36666607142857144,690.9345703125,200.058837890625,700.843017578125,193.73178100585938,681.8929443359375,191.8904571533203,712.2377319335938,197.4830780029297,664.7164916992188,194.98318481445312,717.3890380859375,224.78329467773438,647.2933349609375,251.28106689453125,731.5477905273438,159.37767028808594,632.652587890625,296.3407287597656,720.3419799804688,86.21675872802734,634.6798706054688,354.2442626953125,710.84130859375,377.78497314453125,664.2922973632812,384.8664855957031,712.28173828125,490.0361328125,665.1234741210938,487.65087890625,702.7894897460938,596.9346313476562,670.3037109375,596.9902954101562
12,0.39999935064935066,690.9583740234375,199.8904571533203,700.787353515625,193.60581970214844,681.8975219726562,191.8595733642578,712.0902709960938,197.46890258789062,664.7742309570312,195.14549255371094,717.3161010742188,224.8331298828125,647.4962768554688,251.2736358642578,730.7888793945312,159.513671875,632.933837890625,295.8851623535156,719.0077514648438,87.16496276855469,634.5109252929688,354.266357421875,710.7623291015625,377.5512390136719,664.3463134765625,384.5748596191406,712.3550415039062,489.2939758300781,665.1415405273438,486.70770263671875,703.041259765625,596.3673095703125,670.433349609375,596.2971801757812
