frame,time_s,nose_x,nose_y,l_eye_x,l_eye_y,r_eye_x,r_eye_y,l_ear_x,l_ear_y,r_ear_x,r_ear_y,l_shoulder_x,l_shoulder_y,r_shoulder_x,r_shoulder_y,l_elbow_x,l_elbow_y,r_elbow_x,r_elbow_y,l_wrist_x,l_wrist_y,r_wrist_x,r_wrist_y,l_hip_x,l_hip_y,r_hip_x,r_hip_y,l_knee_x,l_knee_y,r_knee_x,r_knee_y,l_ankle_x,l_ankle_y,r_ankle_x,r_ankle_y
1,0.033333259546209186,649.7133178710938,475.0817565917969,659.6392822265625,468.925537109375,641.1408081054688,465.7127990722656,675.4044799804688,474.8555603027344,628.1580810546875,468.7230529785156,690.8070068359375,517.6080932617188,609.7261962890625,515.3175659179688,688.8911743164062,580.3251342773438,603.41650390625,586.7144165039062,660.3143920898438,633.0131225585938,639.1893920898438,633.4413452148438,672.8760375976562,613.9298095703125,613.2609252929688,611.1300659179688,710.5847778320312,613.2213134765625,602.38134765625,602.7177734375,668.4721069335938,657.0404663085938,569.63720703125,644.7730102539062
2,0.06666651909241837,649.3560791015625,474.9335021972656,659.28662109375,468.88458251953125,640.9208984375,465.69830322265625,674.9613037109375,474.9288635253906,628.0631713867188,468.7565612792969,690.6366577148438,517.4368286132812,609.42138671875,515.4016723632812,689.6571655273438,579.7893676757812,603.2403564453125,586.7176513671875,661.4927368164062,632.0118408203125,639.4133911132812,632.9851684570312,673.4326171875,612.9326171875,613.9525146484375,610.34423828125,710.0142822265625,613.6122436523438,603.0424194335938,603.5372924804688,668.9911499023438,656.27392578125,572.4395141601562,644.6911010742188
3,0.09999977863862756,649.0582885742188,475.037841796875,658.9872436523438,469.00909423828125,640.7002563476562,465.8553771972656,674.68017578125,474.964111328125,627.9275512695312,468.838134765625,690.4317626953125,517.15966796875,609.5115356445312,515.3622436523438,689.9530029296875,578.9237060546875,603.39501953125,586.250732421875,661.9447021484375,630.894287109375,638.8323364257812,632.5906982421875,673.7476806640625,611.9169921875,614.5045166015625,609.42529296875,709.5237426757812,613.8033447265625,603.0107421875,603.8887939453125,669.5635986328125,654.8675537109375,573.3189086914062,643.4295043945312
4,0.13333303818483674,648.4525756835938,475.351318359375,658.3632202148438,469.2194519042969,640.0885009765625,466.2037353515625,674.3115234375,474.8990173339844,627.5795288085938,469.1244812011719,690.3758544921875,516.7101440429688,609.3568725585938,515.391357421875,690.9960327148438,577.83642578125,602.9447021484375,585.9774169921875,664.3080444335938,629.8090209960938,638.7826538085938,632.1239013671875,673.4952392578125,611.0428466796875,614.271240234375,608.792236328125,709.7379150390625,613.2274169921875,603.2511596679688,603.6968994140625,670.0504150390625,653.9869384765625,573.4339599609375,642.7971801757812
5,0.16666629773104594,647.6795043945312,475.7762451171875,657.567626953125,469.580078125,639.3005981445312,466.4681396484375,673.7659301757812,474.9489440917969,627.01708984375,469.13250732421875,689.9356689453125,516.5073852539062,609.5335083007812,515.4388427734375,691.0277709960938,577.2866821289062,603.4657592773438,586.4588012695312,665.32275390625,629.4435424804688,639.0360717773438,632.8773803710938,673.1613159179688,611.5784301757812,614.1975708007812,609.3267822265625,710.9190673828125,612.6851196289062,603.8541259765625,602.9833374023438,668.8276977539062,653.5656127929688,571.1432495117188,642.0801391601562
6,0.19999955727725513,647.6868286132812,475.8738098144531,657.6903686523438,469.63616943359375,639.3056030273438,466.48944091796875,673.99853515625,474.9585876464844,626.91162109375,468.9905090332031,690.1130981445312,516.439453125,609.1414184570312,515.2627563476562,690.6517333984375,577.452392578125,603.1954345703125,586.4577026367188,664.3082885742188,629.718505859375,639.4881591796875,632.463623046875,673.5335083007812,611.847900390625,613.9863891601562,609.544677734375,711.0584716796875,614.328125,602.236328125,604.5159301757812,669.7135620117188,655.0279541015625,569.832763671875,643.3692016601562
7,0.23333281682346432,647.778076171875,475.791259765625,657.7345581054688,469.4931640625,639.375244140625,466.4151916503906,673.9688720703125,474.7109375,626.9600830078125,468.9033508300781,690.075439453125,516.088134765625,609.0189208984375,515.163818359375,690.6943969726562,576.9063720703125,602.9579467773438,586.3351440429688,664.4066772460938,629.6798095703125,639.0803833007812,632.8818969726562,673.2940063476562,612.1458129882812,613.5822143554688,609.9798583984375,711.6087646484375,613.9072875976562,601.775634765625,604.2532348632812,670.8165893554688,655.3280639648438,569.1697998046875,643.7288208007812
8,0.2666660763696735,647.5615234375,475.7809143066406,657.5398559570312,469.4932556152344,639.0692749023438,466.3798828125,673.8193359375,474.8446350097656,626.4828491210938,468.967529296875,689.6333618164062,516.2279663085938,608.8936767578125,515.1691284179688,689.8826904296875,576.9989624023438,602.939208984375,586.201904296875,663.5972900390625,629.4602661132812,638.7943115234375,632.5441284179688,673.32080078125,611.7452392578125,613.5755004882812,609.5484008789062,711.9729614257812,613.9969482421875,600.887939453125,604.5946655273438,670.782958984375,655.3052978515625,566.7717895507812,644.2318115234375
9,0.2999993359158827,647.4312744140625,475.7895202636719,657.3468627929688,469.46539306640625,638.904052734375,466.4295654296875,673.5037231445312,474.7162170410156,626.2135009765625,468.99945068359375,689.4913330078125,516.0198364257812,608.645751953125,515.1661987304688,690.0484619140625,576.966796875,603.0104370117188,586.3292846679688,663.526611328125,629.7662353515625,638.63330078125,632.7097778320312,673.30517578125,611.7446899414062,613.462890625,609.613037109375,711.71337890625,614.3057250976562,600.3345947265625,604.9899291992188,671.0436401367188,655.6990966796875,566.50732421875,644.672607421875
10,0.3333325954620919,647.445556640625,475.8730163574219,657.2704467773438,469.5130920410156,638.8367309570312,466.48675537109375,673.3836059570312,474.5779724121094,626.107421875,468.9750671386719,689.348876953125,515.7412719726562,608.785400390625,514.986572265625,689.9389038085938,576.6198120117188,603.0725708007812,586.2583618164062,663.3933715820312,629.91552734375,638.6150512695312,632.8773803710938,672.6611328125,611.6744995117188,613.0543212890625,609.510986328125,711.48291015625,613.4243774414062,600.718017578125,604.0848999023438,668.8216552734375,655.71240234375,565.1912841796875,644.6380004882812
